,IdAlumno,CantParcialesDesaprobados,CantFinalesDesaprobados,ExcedeNotasDesaprobadasNoParcNoFin,CantCursosDesaprobados,CantCursos,ExcedeMitadCursosDesaprobados,ProgramaAlu
7850,100108471,2,1,SI,1,5,NO,Medicina Humana
7851,100108474,0,1,NO,0,5,NO,Medicina Humana
7852,100108476,2,0,NO,0,6,NO,Medic Veterinaria y Zootecnia
7853,100108478,1,2,NO,0,6,NO,Medic Veterinaria y Zootecnia
7854,100108492,3,2,SI,0,4,NO,Medicina Humana
7855,100108493,3,6,SI,1,7,NO,Medicina Humana
7856,100108497,5,3,NO,0,6,NO,Medicina Humana
7857,100108498,2,2,NO,0,5,NO,Medicina Humana
7858,100108500,0,0,NO,0,7,NO,Administracion de Empresas
7859,100108523,2,2,SI,0,4,NO,Medic Veterinaria y Zootecnia
7860,100108533,2,0,NO,0,4,NO,Ing. Económica y de Negocios
7861,100108540,1,1,NO,0,5,NO,Medicina Humana
7862,100108543,3,2,NO,0,6,NO,Ingeniería Ambiental
7863,100108549,1,2,NO,0,8,NO,Psicología
7864,100108587,1,0,NO,0,6,NO,Medicina Humana
7865,100108595,0,0,NO,0,7,NO,Psicología
7866,100108598,2,1,SI,0,4,NO,Medicina Humana
7867,100108602,1,0,NO,0,5,NO,Medicina Humana
7868,100108603,0,0,NO,0,7,NO,Psicología
7869,100108611,1,0,NO,0,5,NO,Enfermería
7870,100108615,0,0,NO,0,7,NO,Psicología
7871,100108617,2,1,NO,0,6,NO,Ingeniería Ambiental
7872,100108622,3,2,NO,0,5,NO,Medicina Humana
7873,100108623,1,1,NO,0,5,NO,Medicina Humana
7874,100108630,3,2,SI,0,5,NO,Medicina Humana
7875,100108637,2,0,NO,0,6,NO,Medicina Humana
7876,100108638,3,1,NO,1,3,NO,Medic Veterinaria y Zootecnia
7877,100108650,0,1,NO,0,4,NO,Medicina Humana
7878,100108654,2,3,SI,0,6,NO,Medic Veterinaria y Zootecnia
7879,100108657,1,1,NO,0,5,NO,Medicina Humana
7880,100108660,3,2,NO,0,6,NO,Medicina Humana
7881,100108661,1,0,NO,0,5,NO,Obstetricia
7882,100108668,2,2,SI,1,4,NO,Medicina Humana
7883,100108672,0,0,NO,0,4,NO,Adm. Negocios Internacionales
7884,100108673,0,0,NO,0,6,NO,Nutrición y Dietética
7885,100108682,0,0,NO,0,6,NO,Ing. Económica y de Negocios
7886,100108686,3,2,NO,0,5,NO,Ingeniería Civil
7887,100108688,5,5,SI,4,6,SI,Medicina Humana
7888,100108689,4,4,NO,0,5,NO,Medicina Humana
7889,100108693,1,2,SI,0,6,NO,Enfermería
7890,100108694,5,5,SI,4,5,SI,Medicina Humana
7891,100108703,4,4,NO,0,7,NO,Medicina Humana
7892,100108716,2,2,NO,0,6,NO,Medicina Humana
7893,100108717,3,1,NO,0,6,NO,Medicina Humana
7894,100108718,2,2,SI,2,4,SI,Medicina Humana
7895,100108719,1,0,NO,0,5,NO,Marketing y Administración
7896,100108722,4,0,SI,0,6,NO,Medicina Humana
7897,100108723,2,1,NO,0,3,NO,Medic Veterinaria y Zootecnia
7898,100108726,4,2,NO,0,6,NO,Medicina Humana
7899,100108731,3,1,SI,0,5,NO,Medic Veterinaria y Zootecnia
7900,100108738,2,2,SI,3,5,SI,Psicología
7901,100108739,1,1,NO,0,7,NO,Adm. Negocios Internacionales
7902,100108740,3,0,NO,0,6,NO,Medic Veterinaria y Zootecnia
7903,100108741,3,2,NO,0,6,NO,Biología Marina
7904,100108749,0,0,NO,0,5,NO,Obstetricia
7905,100108755,2,1,NO,0,5,NO,Medicina Humana
7906,100108760,4,3,NO,0,4,NO,Medicina Humana
7907,100108765,1,2,NO,0,4,NO,Estomatología
7908,100108778,3,2,NO,0,5,NO,Medicina Humana
7909,100108789,2,0,NO,0,3,NO,Ing. Empresarial y de Sistemas
7910,100108792,3,1,SI,0,6,NO,Medicina Humana
7911,100108793,3,3,SI,1,5,NO,Medicina Humana
7912,100108794,0,0,NO,0,5,NO,Obstetricia
7913,100108795,1,1,NO,0,6,NO,Administracion de Empresas
7914,100108796,1,1,NO,0,5,NO,Medicina Humana
7915,100108799,2,2,NO,0,5,NO,Medicina Humana
7916,100108806,1,1,NO,0,6,NO,Farmacia y Bioquímica
7917,100108818,3,3,NO,0,7,NO,Psicología
7918,100108821,2,1,NO,1,5,NO,Medicina Humana
7919,100108822,1,1,SI,0,4,NO,Medicina Humana
7920,100108848,1,2,NO,0,6,NO,Adm. Negocios Internacionales
7921,100108849,2,3,NO,3,3,SI,Medic Veterinaria y Zootecnia
7922,100108853,3,1,NO,0,3,NO,Medicina Humana
7923,100108855,3,0,NO,1,6,NO,Derecho
7924,100108856,0,1,NO,0,7,NO,Ing. Empresarial y de Sistemas
7925,100108861,3,3,NO,0,4,NO,Medicina Humana
7926,100108876,2,0,NO,0,5,NO,Medicina Humana
7927,100108877,0,0,NO,0,4,NO,Medic Veterinaria y Zootecnia
7928,100108878,0,0,NO,0,7,NO,Administracion de Empresas
7929,100108902,2,1,NO,0,5,NO,Enfermería
7930,100108940,0,0,NO,0,6,NO,Marketing y Administración
7931,100108941,2,1,NO,0,3,NO,Medic Veterinaria y Zootecnia
7932,100108960,4,2,SI,0,4,NO,Ingeniería Ambiental
7933,100108964,1,1,NO,0,4,NO,Medic Veterinaria y Zootecnia
7934,100108967,1,3,NO,0,7,NO,Medicina Humana
7935,100108973,3,1,SI,0,6,NO,Ingeniería Ambiental
7936,100108988,2,1,NO,0,5,NO,Medicina Humana
7937,100108996,1,1,NO,0,3,NO,Medicina Humana
7938,100109006,2,2,SI,0,6,NO,Medic Veterinaria y Zootecnia
7939,100109008,1,0,NO,0,7,NO,Ing. Empresarial y de Sistemas
7940,100109018,2,4,SI,1,5,NO,Medic Veterinaria y Zootecnia
7941,100109025,0,0,NO,0,4,NO,Medicina Humana
7942,100109087,4,4,SI,0,5,NO,Medic Veterinaria y Zootecnia
7943,100109091,0,0,NO,0,7,NO,Nutrición y Dietética
7944,100109101,0,2,NO,0,5,NO,Ing. Económica y de Negocios
7945,100109126,2,1,NO,0,5,NO,Farmacia y Bioquímica
7946,100109127,0,0,NO,0,6,NO,Derecho
7947,100109129,2,3,NO,0,3,NO,Enfermería
7948,100109130,2,2,NO,1,6,NO,Medic Veterinaria y Zootecnia
7949,100109132,3,3,SI,1,4,NO,Medicina Humana
7950,100109133,0,1,NO,0,5,NO,Arquitectura y Urb Ambiental
7951,100109136,1,0,NO,0,4,NO,Derecho
7952,100109138,0,0,NO,0,6,NO,Artes Escénicas
7953,100109140,2,2,SI,2,3,SI,Ingeniería Civil
7954,100109142,0,0,NO,0,7,NO,Psicología
7955,100109148,0,0,NO,0,7,NO,Obstetricia
7956,100109150,3,2,SI,3,4,SI,Ingeniería Civil
7957,100109157,0,0,NO,0,7,NO,Comunicación y Publicidad
7958,100109160,0,0,NO,0,7,NO,Psicología
7959,100109161,2,2,NO,0,4,NO,Medicina Humana
7960,100109164,2,0,NO,0,3,NO,Medic Veterinaria y Zootecnia
7961,100109176,0,0,NO,0,8,NO,Obstetricia
7962,100109178,1,0,SI,0,6,NO,Obstetricia
7963,100109179,0,1,NO,0,6,NO,Comunicación y Publicidad
7964,100109183,2,1,NO,0,7,NO,Derecho
7965,100109194,1,0,NO,0,7,NO,Psicología
7966,100109199,1,1,NO,0,6,NO,Ing. Económica y de Negocios
7967,100109203,4,2,SI,0,5,NO,Medicina Humana
7968,100109206,1,0,NO,0,6,NO,Derecho
7969,100109210,1,1,NO,0,5,NO,Medic Veterinaria y Zootecnia
7970,100109213,1,2,NO,0,4,NO,Medic Veterinaria y Zootecnia
7971,100109214,0,0,NO,0,3,NO,Medic Veterinaria y Zootecnia
7972,100109218,1,0,NO,0,6,NO,Ing. Económica y de Negocios
7973,100109222,1,0,NO,0,7,NO,Ing. Empresarial y de Sistemas
7974,100109223,0,0,NO,0,7,NO,Adm. Negocios Internacionales
7975,100109224,0,0,NO,0,6,NO,Artes Escénicas
7976,100109225,2,3,SI,0,4,NO,Ing. Empresarial y de Sistemas
7977,100109239,0,1,NO,0,7,NO,Adm. Negocios Internacionales
7978,100109243,4,2,NO,0,5,NO,Medicina Humana
7979,100109245,2,1,NO,0,5,NO,Enfermería
7980,100109251,1,0,NO,0,7,NO,Psicología
7981,100109258,6,2,SI,1,6,NO,Psicología
7982,100109263,0,0,NO,0,5,NO,Medicina Humana
7983,100109265,0,0,NO,0,7,NO,Derecho
7984,100109268,1,1,NO,0,6,NO,Ing. Económica y de Negocios
7985,100109279,3,2,NO,0,5,NO,Medicina Humana
7986,100109280,3,1,NO,0,6,NO,Medic Veterinaria y Zootecnia
7987,100109295,0,1,NO,0,4,NO,Estomatología
7988,100109299,2,0,SI,0,6,NO,Medic Veterinaria y Zootecnia
7989,100109305,3,1,NO,0,7,NO,Psicología
7990,100109319,2,2,NO,0,4,NO,Medicina Humana
7991,100109331,2,1,SI,1,5,NO,Medic Veterinaria y Zootecnia
7992,100109332,3,2,SI,1,4,NO,Medicina Humana
7993,100109334,2,1,NO,1,4,NO,Medicina Humana
7994,100109363,6,3,NO,2,7,NO,Nutrición y Dietética
7995,100109365,1,0,NO,0,2,NO,Medicina Humana
7996,100109368,2,1,NO,0,4,NO,Medicina Humana
7997,100109380,2,2,SI,2,2,SI,Medicina Humana
7998,100109385,1,2,SI,0,3,NO,Nutrición y Dietética
7999,100109386,2,1,NO,0,4,NO,Medicina Humana
8000,100109394,3,2,NO,0,6,NO,Medicina Humana
8001,100109396,1,1,NO,0,5,NO,Medicina Humana
8002,100109398,0,1,NO,0,6,NO,Arquitectura y Urb Ambiental
8003,100109399,0,0,NO,0,7,NO,Psicología
8004,100109401,1,0,NO,0,7,NO,Psicología
8005,100109407,2,1,NO,0,6,NO,Adm. Negocios Internacionales
8006,100109409,1,0,NO,0,7,NO,Psicología
8007,100109410,3,3,NO,0,5,NO,Medicina Humana
8008,100109426,0,1,NO,0,6,NO,Ingeniería Ambiental
8009,100109433,2,0,NO,0,6,NO,Ing. Empresarial y de Sistemas
8010,100109437,3,3,SI,2,3,SI,Estomatología
8011,100109439,0,0,NO,0,7,NO,Biología Marina
8012,100109449,3,4,SI,1,4,NO,Medic Veterinaria y Zootecnia
8013,100109450,1,0,NO,0,4,NO,Adm. Negocios Internacionales
8014,100109471,0,0,NO,0,3,NO,Comunicación y Publicidad
8015,100109480,1,0,NO,0,6,NO,Adm. Negocios Internacionales
8016,100109483,1,0,NO,0,6,NO,Estomatología
8017,100109487,2,3,NO,1,5,NO,Medic Veterinaria y Zootecnia
8018,100109489,4,1,SI,3,5,SI,Medic Veterinaria y Zootecnia
8019,100109491,4,3,NO,0,6,NO,Medicina Humana
8020,100109494,1,1,NO,0,6,NO,Medicina Humana
8021,100109495,0,0,NO,0,4,NO,Medicina Humana
8022,100109500,4,1,NO,0,6,NO,Medicina Humana
8023,100109501,4,4,SI,1,6,NO,Medicina Humana
8024,100109503,0,0,NO,0,7,NO,Comunicación y Publicidad
8025,100109505,1,2,SI,1,3,NO,Estomatología
8026,100109507,2,2,SI,0,6,NO,Medicina Humana
8027,100109517,1,0,NO,0,7,NO,Marketing y Administración
8028,100109539,0,1,SI,0,8,NO,Psicología
8029,100109542,2,0,NO,0,4,NO,Biología Marina
8030,100109558,4,2,NO,0,6,NO,Medic Veterinaria y Zootecnia
8031,100109560,4,1,NO,0,4,NO,Medic Veterinaria y Zootecnia
8032,100109577,3,3,SI,0,5,NO,Medic Veterinaria y Zootecnia
8033,100109582,3,4,NO,0,5,NO,Medicina Humana
8034,100109584,1,0,NO,0,5,NO,Nutrición y Dietética
8035,100109587,5,5,SI,4,6,SI,Medicina Humana
8036,100109596,3,3,SI,3,4,SI,Medic Veterinaria y Zootecnia
8037,100109597,2,0,SI,1,3,NO,Medic Veterinaria y Zootecnia
8038,100109601,0,2,NO,0,3,NO,Farmacia y Bioquímica
8039,100109605,0,0,NO,0,5,NO,Ing. Empresarial y de Sistemas
8040,100109659,1,3,NO,1,3,NO,Enfermería
8041,100109662,3,1,NO,0,5,NO,Medicina Humana
8042,100109664,4,2,NO,0,6,NO,Obstetricia
8043,100109665,3,3,SI,1,5,NO,Medicina Humana
8044,100109666,1,1,NO,0,5,NO,Medicina Humana
8045,100109668,4,2,NO,0,5,NO,Medicina Humana
8046,100109674,0,1,NO,0,5,NO,Enfermería
8047,100109675,0,0,NO,0,6,NO,Adm. Negocios Internacionales
8048,100109678,1,1,NO,0,5,NO,Ing. Económica y de Negocios
8049,100109684,0,0,NO,0,7,NO,Derecho
8050,100109688,4,3,SI,0,5,NO,Medicina Humana
8051,100109689,0,0,NO,0,6,NO,Adm. Negocios Internacionales
8052,100109691,1,0,NO,0,5,NO,Arquitectura y Urb Ambiental
8053,100109697,3,1,NO,0,5,NO,Medicina Humana
8054,100109698,1,0,NO,0,7,NO,Farmacia y Bioquímica
8055,100109699,2,2,NO,0,6,NO,Medicina Humana
8056,100109702,3,3,NO,0,5,NO,Medicina Humana
8057,100109703,2,1,NO,0,5,NO,Medicina Humana
8058,100109704,3,1,NO,0,4,NO,Medicina Humana
8059,100109705,2,4,NO,1,5,NO,Medicina Humana
8060,100109707,1,1,SI,1,1,SI,Medicina Humana
8061,100109751,1,1,SI,0,5,NO,Adm. Negocios Internacionales
8062,100109757,0,1,NO,0,4,NO,Medicina Humana
8063,100109775,5,2,NO,1,5,NO,Medicina Humana
8064,100109777,0,1,NO,0,6,NO,Farmacia y Bioquímica
8065,100109779,1,1,NO,0,3,NO,Obstetricia
8066,100109782,1,1,NO,0,6,NO,Arquitectura y Urb Ambiental
8067,100109792,0,1,NO,0,6,NO,Derecho
8068,100109795,0,0,NO,0,7,NO,Psicología
8069,100109796,0,0,NO,0,6,NO,Psicología
8070,100109800,1,2,NO,0,5,NO,Medicina Humana
8071,100109804,3,1,NO,1,5,NO,Medic Veterinaria y Zootecnia
8072,100109820,0,0,NO,0,7,NO,Psicología
8073,100109857,2,0,NO,0,4,NO,Medic Veterinaria y Zootecnia
8074,100109860,4,4,SI,1,7,NO,Arquitectura y Urb Ambiental
8075,100109862,1,0,NO,0,6,NO,Medicina Humana
8076,100109864,2,3,SI,0,3,NO,Medicina Humana
8077,100109866,1,0,NO,0,7,NO,Nutrición y Dietética
8078,100109869,2,2,NO,0,3,NO,Medicina Humana
8079,100109876,2,1,NO,0,4,NO,Obstetricia
8080,100109877,3,2,SI,0,5,NO,Medicina Humana
8081,100109885,3,3,NO,0,6,NO,Medicina Humana
8082,100109890,3,1,SI,0,4,NO,Medicina Humana
8083,100109891,2,1,SI,1,3,NO,Medicina Humana
8084,100109892,4,4,SI,4,4,SI,Medicina Humana
8085,100109907,0,1,NO,0,7,NO,Derecho
8086,100109911,1,1,NO,0,6,NO,Farmacia y Bioquímica
8087,100109914,0,0,NO,0,7,NO,Psicología
8088,100109920,2,1,SI,1,4,NO,Derecho
8089,100109921,1,3,NO,0,5,NO,Ingeniería Ambiental
8090,100109922,3,0,NO,0,3,NO,Medic Veterinaria y Zootecnia
8091,100109924,3,2,SI,1,6,NO,Medic Veterinaria y Zootecnia
8092,100109925,4,3,NO,1,5,NO,Medic Veterinaria y Zootecnia
8093,100109927,1,0,NO,0,5,NO,Arquitectura y Urb Ambiental
8094,100109933,1,0,NO,0,4,NO,Medic Veterinaria y Zootecnia
8095,100109934,1,0,NO,0,5,NO,Enfermería
8096,100109935,6,1,SI,2,7,NO,Medic Veterinaria y Zootecnia
8097,100109940,3,4,SI,2,5,NO,Medicina Humana
8098,100109944,0,0,NO,0,5,NO,Ing. Empresarial y de Sistemas
8099,100109949,2,1,SI,0,5,NO,Medic Veterinaria y Zootecnia
8100,100109950,1,0,NO,0,3,NO,Administracion de Empresas
8101,100109954,2,1,NO,0,5,NO,Medic Veterinaria y Zootecnia
8102,100109960,4,2,NO,0,5,NO,Medicina Humana
8103,100109965,0,1,NO,0,6,NO,Psicología
8104,100109971,5,5,SI,5,7,SI,Derecho
8105,100109974,2,2,NO,1,2,SI,Enfermería
8106,100109976,4,4,NO,1,6,NO,Medicina Humana
8107,100109983,2,2,NO,0,4,NO,Medic Veterinaria y Zootecnia
8108,100109987,3,1,NO,0,4,NO,Medicina Humana
8109,100110013,2,2,NO,0,4,NO,Medic Veterinaria y Zootecnia
8110,100110019,3,3,NO,0,5,NO,Medicina Humana
8111,100110022,0,0,NO,0,5,NO,Biología Marina
8112,100110024,3,2,NO,0,4,NO,Biología Marina
8113,100110026,0,0,NO,0,7,NO,Comunicación y Publicidad
8114,100110039,0,0,NO,0,6,NO,Biología Marina
8115,100110041,1,0,SI,0,3,NO,Ingeniería Ambiental
8116,100110056,2,1,NO,0,7,NO,Psicología
8117,100110060,0,2,NO,0,5,NO,Enfermería
8118,100110096,1,1,NO,0,3,NO,Medicina Humana
8119,100110097,1,2,NO,0,5,NO,Enfermería
8120,100110098,2,2,NO,0,5,NO,Medicina Humana
8121,100110099,2,2,NO,0,4,NO,Medicina Humana
8122,100110100,2,1,NO,0,5,NO,Medic Veterinaria y Zootecnia
8123,100110102,0,0,NO,0,7,NO,Psicología
8124,100110113,3,2,NO,0,8,NO,Biología Marina
8125,100110115,0,0,NO,0,5,NO,Arquitectura y Urb Ambiental
8126,100110119,4,3,NO,0,5,NO,Medicina Humana
8127,100110121,2,2,NO,0,5,NO,Medicina Humana
8128,100110123,3,4,SI,2,7,NO,Derecho
8129,100110127,2,2,NO,0,5,NO,Medicina Humana
8130,100110128,3,2,SI,0,6,NO,Medicina Humana
8131,100110129,3,3,NO,0,6,NO,Medicina Humana
8132,100110135,2,1,NO,0,4,NO,Medicina Humana
8133,100110137,2,2,NO,1,4,NO,Enfermería
8134,100110140,1,1,NO,0,6,NO,Adm. Negocios Internacionales
8135,100110142,0,0,NO,0,5,NO,Turismo Sostenible y Hotelería
8136,100110150,0,1,NO,0,7,NO,Marketing y Administración
8137,100110152,0,0,NO,0,1,NO,Medic Veterinaria y Zootecnia
8138,100110163,3,3,NO,1,4,NO,Medicina Humana
8139,100110168,1,3,NO,0,6,NO,Ingeniería Ambiental
8140,100110169,2,1,SI,0,5,NO,Medic Veterinaria y Zootecnia
8141,100110171,2,2,SI,1,4,NO,Medicina Humana
8142,100110182,4,3,NO,0,6,NO,Medicina Humana
8143,100110187,3,0,NO,0,4,NO,Medicina Humana
8144,100110195,2,2,SI,1,3,NO,Medic Veterinaria y Zootecnia
8145,100110204,2,1,NO,0,4,NO,Medic Veterinaria y Zootecnia
8146,100110209,2,2,SI,0,4,NO,Medicina Humana
8147,100110212,1,0,NO,0,5,NO,Medicina Humana
8148,100110230,1,0,NO,0,5,NO,Medicina Humana
8149,100110231,0,0,NO,0,6,NO,Biología Marina
8150,100110233,3,0,NO,0,6,NO,Medicina Humana
8151,100110235,4,6,NO,4,6,SI,Medic Veterinaria y Zootecnia
8152,100110240,2,1,NO,0,5,NO,Medic Veterinaria y Zootecnia
8153,100110244,1,0,NO,0,4,NO,Medicina Humana
8154,100110246,2,1,NO,0,4,NO,Medic Veterinaria y Zootecnia
8155,100110248,0,0,NO,0,6,NO,Derecho
8156,100110255,2,1,NO,0,2,NO,Medicina Humana
8157,100110264,4,2,SI,0,6,NO,Medic Veterinaria y Zootecnia
8158,100110266,2,2,NO,0,5,NO,Ingeniería Ambiental
8159,100110268,2,1,NO,0,5,NO,Medic Veterinaria y Zootecnia
8160,100110271,1,1,NO,0,7,NO,Obstetricia
8161,100110273,0,0,NO,0,4,NO,Contabilidad Corporativa
8162,100110275,1,1,NO,0,7,NO,Psicología
8163,100110281,0,0,NO,0,7,NO,Adm. Negocios Internacionales
8164,100110283,3,2,NO,2,4,SI,Medic Veterinaria y Zootecnia
8165,100110285,0,1,NO,0,5,NO,Marketing y Administración
8166,100110286,0,0,NO,0,6,NO,Comunicación y Publicidad
8167,100110294,1,2,NO,0,6,NO,Ingeniería Ambiental
8168,100110305,5,3,NO,0,6,NO,Medic Veterinaria y Zootecnia
8169,100110312,2,3,SI,1,3,NO,Derecho
8170,100110315,1,1,NO,0,6,NO,Ingeniería Ambiental
8171,100110364,1,0,NO,0,6,NO,Administracion de Empresas
8172,100110417,4,1,NO,0,7,NO,Medicina Humana
8173,100110422,0,1,NO,0,7,NO,Comunicación y Publicidad
8174,100110423,0,0,NO,0,7,NO,Arquitectura y Urb Ambiental
8175,100110464,0,1,NO,0,6,NO,Biología Marina
8176,100110473,1,0,NO,0,7,NO,Administracion de Empresas
8177,100110477,2,2,NO,1,4,NO,Medicina Humana
8178,100110481,3,2,NO,0,5,NO,Medic Veterinaria y Zootecnia
8179,100110482,2,1,NO,1,4,NO,Medic Veterinaria y Zootecnia
8180,100110486,2,1,NO,0,2,NO,Medicina Humana
8181,100110488,5,5,SI,0,6,NO,Medic Veterinaria y Zootecnia
8182,100110493,3,2,NO,0,4,NO,Medicina Humana
8183,100110502,2,0,NO,0,4,NO,Medic Veterinaria y Zootecnia
8184,100110511,0,2,NO,0,7,NO,Farmacia y Bioquímica
8185,100110513,4,4,NO,3,6,SI,Medic Veterinaria y Zootecnia
8186,100110566,5,4,SI,0,7,NO,Medic Veterinaria y Zootecnia
8187,100110575,2,3,NO,0,6,NO,Ingeniería Ambiental
8188,100110578,1,0,NO,0,5,NO,Enfermería
8189,100110591,0,0,NO,0,7,NO,Psicología
8190,100110599,2,3,NO,1,6,NO,Medic Veterinaria y Zootecnia
8191,100110603,0,0,NO,0,2,NO,Medicina Humana
8192,100110606,5,5,SI,4,5,SI,Adm. Negocios Internacionales
8193,100110607,0,0,NO,0,6,NO,Artes Escénicas
8194,100110608,3,2,SI,0,6,NO,Medicina Humana
8195,100110610,2,0,NO,0,3,NO,Medicina Humana
8196,100110617,1,1,NO,0,6,NO,Psicología
8197,100110618,2,2,NO,0,6,NO,Medicina Humana
8198,100110625,1,1,NO,0,6,NO,Biología Marina
8199,100110627,0,0,NO,0,5,NO,Adm. Negocios Internacionales
8200,100110630,3,0,NO,0,5,NO,Ing. Empresarial y de Sistemas
8201,100110644,1,1,SI,0,8,NO,Ing. Empresarial y de Sistemas
8202,100110655,0,2,NO,0,5,NO,Medic Veterinaria y Zootecnia
8203,100110660,1,0,NO,0,7,NO,Ing. Empresarial y de Sistemas
8204,100110663,2,1,NO,1,3,NO,Enfermería
8205,100110669,0,0,NO,0,8,NO,Obstetricia
8206,100110678,0,0,NO,0,6,NO,Contabilidad Corporativa
8207,100110682,0,0,NO,0,7,NO,Psicología
8208,100110685,0,1,NO,0,6,NO,Adm. Negocios Internacionales
8209,100110686,2,1,NO,0,4,NO,Medic Veterinaria y Zootecnia
8210,100110689,2,4,SI,1,4,NO,Medicina Humana
8211,100110690,0,0,NO,0,7,NO,Psicología
8212,100110692,0,0,NO,0,7,NO,Psicología
8213,100110693,2,0,NO,0,5,NO,Medicina Humana
8214,100110696,3,1,NO,0,5,NO,Derecho
8215,100110701,2,0,NO,0,6,NO,Nutrición y Dietética
8216,100110704,3,2,SI,0,4,NO,Medicina Humana
8217,100110706,4,4,NO,0,5,NO,Medicina Humana
8218,100110710,2,2,NO,0,5,NO,Medicina Humana
8219,100110715,0,0,NO,0,6,NO,Derecho
8220,100110716,4,3,NO,1,5,NO,Medicina Humana
8221,100110717,3,2,SI,0,5,NO,Medicina Humana
8222,100110719,3,3,NO,0,6,NO,Medicina Humana
8223,100110723,4,2,NO,2,6,NO,Medic Veterinaria y Zootecnia
8224,100110724,0,1,NO,0,6,NO,Biología Marina
8225,100110735,2,0,NO,0,6,NO,Farmacia y Bioquímica
8226,100110736,1,1,NO,0,5,NO,Nutrición y Dietética
8227,100110737,0,0,NO,0,1,NO,Medic Veterinaria y Zootecnia
8228,100110738,4,1,NO,0,6,NO,Medicina Humana
8229,100110742,0,2,NO,0,5,NO,Derecho
8230,100110744,2,1,NO,0,6,NO,Medicina Humana
8231,100110746,0,0,NO,0,6,NO,Derecho
8232,100110753,2,3,SI,3,4,SI,Enfermería
8233,100110754,4,3,NO,1,5,NO,Medicina Humana
8234,100110758,2,3,NO,1,4,NO,Medic Veterinaria y Zootecnia
8235,100110759,1,2,NO,0,5,NO,Medicina Humana
8236,100110760,4,3,SI,0,4,NO,Medic Veterinaria y Zootecnia
8237,100110762,3,3,NO,0,4,NO,Medic Veterinaria y Zootecnia
8238,100110764,3,2,NO,0,4,NO,Medicina Humana
8239,100110768,2,1,NO,0,3,NO,Medicina Humana
8240,100110772,1,1,NO,0,4,NO,Medicina Humana
8241,100110784,3,2,SI,0,5,NO,Ingeniería Civil
8242,100110794,1,1,NO,0,6,NO,Obstetricia
8243,100110796,2,3,SI,0,4,NO,Medicina Humana
8244,100110797,0,1,NO,0,6,NO,Enfermería
8245,100110801,2,2,NO,0,7,NO,Medicina Humana
8246,100110809,2,1,NO,0,5,NO,Enfermería
8247,100110833,1,2,NO,0,4,NO,Medicina Humana
8248,100110878,2,2,NO,0,3,NO,Medicina Humana
8249,100110880,0,0,NO,0,7,NO,Adm. Negocios Internacionales
8250,100110882,3,2,SI,0,4,NO,Medic Veterinaria y Zootecnia
8251,100110889,0,0,NO,0,8,NO,Psicología
8252,100110895,3,0,NO,0,5,NO,Medicina Humana
8253,100110897,1,2,NO,0,5,NO,Enfermería
8254,100110900,1,0,NO,0,7,NO,Psicología
8255,100110901,2,3,NO,0,4,NO,Arquitectura y Urb Ambiental
8256,100110902,3,4,NO,1,4,NO,Medicina Humana
8257,100110910,0,0,NO,0,5,NO,Obstetricia
8258,100110911,3,3,NO,1,6,NO,Medicina Humana
8259,100110927,2,1,NO,0,7,NO,Psicología
8260,100110928,2,2,NO,0,5,NO,Medicina Humana
8261,100110929,4,3,SI,1,5,NO,Medicina Humana
8262,100110930,0,0,NO,0,6,NO,Arquitectura y Urb Ambiental
8263,100110931,2,4,NO,0,6,NO,Farmacia y Bioquímica
8264,100110937,0,0,NO,0,7,NO,Psicología
8265,100110939,2,1,SI,0,4,NO,Medicina Humana
8266,100110940,3,2,NO,0,6,NO,Medic Veterinaria y Zootecnia
8267,100110946,1,3,NO,0,7,NO,Psicología
8268,100110947,4,4,SI,0,5,NO,Medicina Humana
8269,100110948,3,1,NO,0,5,NO,Medic Veterinaria y Zootecnia
8270,100110949,0,2,NO,0,7,NO,Psicología
8271,100110951,1,1,NO,0,5,NO,Comunicación y Publicidad
8272,100110959,4,4,SI,1,5,NO,Medicina Humana
8273,100110963,1,0,NO,0,7,NO,Arquitectura y Urb Ambiental
8274,100110965,0,0,NO,0,6,NO,Farmacia y Bioquímica
8275,100110967,1,0,NO,0,5,NO,Enfermería
8276,100110968,4,2,NO,0,4,NO,Medicina Humana
8277,100110970,2,1,NO,0,5,NO,Medicina Humana
8278,100110975,1,1,NO,0,4,NO,Biología Marina
8279,100110976,0,2,NO,0,2,NO,Medic Veterinaria y Zootecnia
8280,100110977,0,0,NO,0,4,NO,Medic Veterinaria y Zootecnia
8281,100110980,2,2,NO,0,6,NO,Medicina Humana
8282,100110982,3,3,SI,2,4,SI,Medicina Humana
8283,100110988,2,3,NO,0,6,NO,Medicina Humana
8284,100110990,3,1,NO,0,4,NO,Medic Veterinaria y Zootecnia
8285,100110996,1,2,NO,0,6,NO,Farmacia y Bioquímica
8286,100111002,2,1,NO,0,7,NO,Marketing y Administración
8287,100111003,2,3,NO,0,6,NO,Medicina Humana
8288,100111010,4,1,NO,1,5,NO,Derecho
8289,100111011,0,0,NO,0,7,NO,Adm. Negocios Internacionales
8290,100111014,0,1,NO,0,4,NO,Marketing y Administración
8291,100111020,0,1,NO,0,8,NO,Adm. Negocios Internacionales
8292,100111023,0,0,NO,0,6,NO,Adm. Negocios Internacionales
8293,100111024,4,2,SI,0,6,NO,Medicina Humana
8294,100111026,2,1,NO,0,6,NO,Administracion de Empresas
